task_id,worker_id,task_date,task_complexity,time_taken_minutes,accuracy
db7f8ff6-10c6-4b90-bfd3-e87576837aa2,W_008,2024-01-07,High,12.73,0.935
4a27abf3-abd9-4e42-83fa-967eebd61b3a,W_008,2024-01-07,Medium,7.82,0.952
267e72d6-9d60-4dae-babe-3bb7be6f3319,W_008,2024-01-07,Low,4.6,0.93
a7945566-33ad-4e03-b900-1065a0cbbdde,W_008,2024-01-07,Low,5.98,0.965
c68af562-82b3-40cf-a568-d1d02e07c671,W_008,2024-01-07,Low,4.58,0.971
4e315709-fb74-44e6-a838-196ab277064c,W_008,2024-01-07,Medium,10.77,0.966
b3d99794-9b24-475a-9fff-a17a5105c5e3,W_008,2024-01-07,Low,5.87,0.941
c352f627-f370-44b9-acc9-0eeeb5138307,W_008,2024-01-07,Medium,9.43,0.995
38129a39-e8c1-4818-a759-84961a060c77,W_008,2024-01-07,Low,4.44,0.962
3f58efcc-23ca-4e9a-8a87-4e9c4267e243,W_008,2024-01-07,High,9.62,0.898
36dce9e6-2999-461d-84c6-a0b2fbc77042,W_008,2024-01-07,Low,5.37,0.981
a4498909-55d2-4aaf-afa0-3c4a8d784e98,W_008,2024-01-08,Low,5.82,0.961
0947b28b-005c-43a8-93f9-bb60c1e512bf,W_008,2024-01-08,Medium,7.06,0.878
5c77a1d3-e2bb-4c28-9b1c-8cc84e664ef3,W_008,2024-01-08,Low,5.33,0.959
e99aeac9-3481-4648-b8a3-19993d75ed17,W_008,2024-01-08,Low,4.95,0.954
d4647f7f-b040-4312-b148-7dd199c231bd,W_008,2024-01-08,High,13.34,0.91
94465174-4f42-4b8f-9ea2-35f666850e73,W_008,2024-01-08,Low,7.24,0.948
57053c52-2089-4d01-8dc9-74c0b4ec1dcb,W_008,2024-01-08,High,13.11,0.871
38571e59-2736-4f1b-b808-bb79d12e643a,W_008,2024-01-08,Low,7.28,0.955
731abb26-c1f0-4f14-a5ca-f9808eeb220d,W_008,2024-01-08,Low,4.43,0.963
0fb1fe59-c645-432b-b569-8e156478041e,W_008,2024-01-08,Low,6.22,0.956
8ba0d793-d78c-449c-ac7d-bfe38e14d0d4,W_008,2024-01-08,Medium,8.71,0.933
f4aa6ee0-0526-4b2e-b679-8775ab72e3e1,W_008,2024-01-08,Medium,7.84,0.891
0fa2a4f8-f6f2-45d7-934e-4345afcd80c7,W_008,2024-01-08,Medium,7.44,0.913
3e281c79-36af-4e08-9be4-d52b36206253,W_008,2024-01-08,Low,3.87,0.969
2cb2e748-d7d5-473f-94f7-0540bf729dcf,W_008,2024-01-08,Medium,5.58,0.953
383c6b90-351f-4434-8026-0b022c0f26a3,W_008,2024-01-08,Low,4.82,0.956
f8a18994-1314-44e8-999e-7685666c6860,W_008,2024-01-08,Low,6.47,0.942
c8b13b50-2635-4183-9dd5-0698222089bf,W_008,2024-01-09,Low,6.01,0.976
b0329f5c-160b-4d9b-b09c-92daa15b50ce,W_008,2024-01-09,Medium,4.91,0.954
ee57b306-2da1-4d49-a6b0-37d64e701a9a,W_008,2024-01-09,Low,4.84,0.971
41dd90f7-4536-4fa8-98ed-361e7ab42051,W_008,2024-01-09,Medium,6.54,0.929
ad5ae695-1e86-487d-bf0d-cb0cf2798f01,W_008,2024-01-09,Low,5.12,0.989
81b1bbdd-da7a-4f3e-b0f9-79d44b8985bc,W_008,2024-01-09,Low,5.19,0.962
142cad04-a4f8-4562-b38d-1d92a4dd6af8,W_008,2024-01-09,Medium,8.33,1.0
688c4432-c851-47dc-8cf6-2165107fcd17,W_008,2024-01-09,Low,3.57,0.98
d24198f4-4e09-4c6f-a1f6-a8697a9671c2,W_008,2024-01-09,High,8.62,0.912
411a7b77-23cf-4a1e-ab45-d68426be6d72,W_008,2024-01-09,Low,4.55,0.978
afacd0e1-c5cd-48c8-a20b-14ccdbfd39b5,W_008,2024-01-09,Low,3.83,0.993
8928c141-ad7f-4263-b0da-9691c9140ec8,W_008,2024-01-09,Medium,8.54,0.915
55cb63f3-79c3-4806-aac5-81984bc9ceee,W_008,2024-01-09,Low,3.17,0.99
bd5bffa4-b0fe-4923-879a-eb5642092e2c,W_008,2024-01-09,Low,5.18,1.0
ed024264-b27e-4bde-879d-ca1274ec3769,W_008,2024-01-09,High,11.1,0.764
1b0f0c1c-86c8-4af4-89f3-6504ad437776,W_008,2024-01-10,Low,4.93,0.942
0c6a7264-eb9d-49cb-b346-dc488827ba3c,W_008,2024-01-10,Medium,4.85,0.924
19c00a9a-6be6-4a8f-816d-d5d4dedd6fb6,W_008,2024-01-10,Low,3.3,0.977
caa3af98-a681-4358-b574-50553afbfef9,W_008,2024-01-10,Medium,7.79,0.886
c2561839-287b-43e2-bb84-9a2b96717f8d,W_008,2024-01-10,High,12.63,0.889
aeb912d1-b492-445a-bd81-8d038726ef83,W_008,2024-01-10,Low,4.84,0.966
0eef6de9-cd22-4b12-bbb2-98a41ecf6732,W_008,2024-01-10,High,14.25,0.907
ef01b292-712f-4990-ad40-005737cd081c,W_008,2024-01-10,Medium,10.13,0.935
fdff876c-42a0-49dd-a67a-ce2635e4bef5,W_008,2024-01-10,Medium,8.91,0.875
0cc1748f-1dae-47e1-8717-fc40c356a6fb,W_008,2024-01-10,Medium,10.18,0.915
3c4105ba-2c9f-4119-9438-a7e024e66936,W_008,2024-01-10,Low,4.41,0.995
b6fb5859-ad2f-4c1a-b254-0fea8b1c07b7,W_008,2024-01-10,Low,6.29,0.938
e6e378bb-7ed6-4375-bbb2-1606b788f3b1,W_008,2024-01-10,Low,5.19,0.978
04e83de5-b511-4193-9d8b-ebf708c0b949,W_008,2024-01-10,Low,6.45,0.957
f637c348-0f93-495a-a7be-d599678bea6a,W_008,2024-01-10,Medium,6.46,0.978
d840f04d-c559-4ad2-83b2-52e02501fb5d,W_008,2024-01-10,Low,3.33,0.957
901fc667-36ac-457a-a404-e99d682cedf1,W_008,2024-01-10,Medium,6.83,0.96
6664e830-e01a-4a5c-aa61-477e6268007f,W_008,2024-01-11,Low,5.16,0.969
72770b59-ac82-448b-a6bc-a8cfec73c5f4,W_008,2024-01-11,Low,5.48,0.964
34a70441-fb12-43e4-8fef-680871d75a90,W_008,2024-01-11,Low,4.17,0.974
5abbdc71-936c-441c-85c7-1b0a62e435a9,W_008,2024-01-11,Low,5.12,0.982
21b2af28-edaf-438a-8726-08462ba10631,W_008,2024-01-11,Low,5.75,0.975
8bb4f8df-f709-4902-9c8f-6350de90a659,W_008,2024-01-11,Low,5.59,0.97
76f7d4c6-7500-41cb-ba8c-71ef011bdab3,W_008,2024-01-11,Low,5.77,1.0
7cabe379-d1ad-4cce-a3be-dbad18e31bff,W_008,2024-01-11,Medium,5.98,0.898
6124c8e5-c728-4dc4-ad81-3eec618fb916,W_008,2024-01-12,Low,4.93,0.979
841f1874-5af0-45d4-be18-e80edd3efe43,W_008,2024-01-12,High,12.52,0.837
6d0013f7-45a3-4772-9341-093cae1e9933,W_008,2024-01-12,Low,5.64,0.983
8096a542-e448-43c7-8d38-20ca2a25f37c,W_008,2024-01-12,Low,5.1,0.97
5170bfec-2bc4-400b-997e-e2eab5ac3234,W_008,2024-01-12,High,11.76,0.894
b419ec98-568f-41e0-8596-d878f934d85e,W_008,2024-01-12,Low,5.0,0.942
5f7edf71-614a-4593-a23e-d3a765320c1a,W_008,2024-01-12,Medium,8.64,0.902
ab0c6e4f-3b6f-4f9e-85e6-44e240e2b7e3,W_008,2024-01-12,Low,6.27,0.945
6c028524-939f-4b1f-904d-168b14987609,W_008,2024-01-12,Low,4.6,0.977
837dc0e6-6017-4a4a-8abb-3b8fcf05667b,W_008,2024-01-12,Medium,9.38,0.942
c20a4767-6b41-4f7b-908b-10873ff0f065,W_008,2024-01-12,Low,5.43,0.93
b21ce40b-b379-4e50-ba4f-d8648e24e5e2,W_008,2024-01-12,Low,5.57,0.983
6bb095b7-b5c2-463d-a1d1-e0ac7a63c39e,W_008,2024-01-12,Low,6.52,0.966
98fc2aac-6f34-49f5-80b6-866225d898df,W_008,2024-01-12,Low,4.52,0.973
40a3b6ec-03f4-4c01-85fe-617842f4d6d2,W_008,2024-01-12,Medium,8.42,0.921
cb91a18a-e9fe-4c48-befe-74ac42cfc0c8,W_008,2024-01-12,Low,5.77,0.96
74af91e7-d987-4adf-abee-468f237ee751,W_008,2024-01-12,Low,3.36,0.944
d975c2e5-d2eb-4b28-bcb2-105931c35295,W_008,2024-01-13,Medium,9.4,0.932
aa064969-0c78-4d14-ac82-d4ca30bacc32,W_008,2024-01-13,Low,5.03,1.0
2c22a53f-f4ff-48e8-9b40-f85be1b00b40,W_008,2024-01-13,Low,3.58,0.966
dd7f9501-975e-400a-9fb1-c16335e2c4ac,W_008,2024-01-13,Medium,8.85,0.928
fdb5c930-770d-4358-a071-72180b195a11,W_008,2024-01-13,Low,5.4,0.973
a369c417-92dc-4ca0-a793-9382a7b97305,W_008,2024-01-13,Medium,8.2,0.934
428b3aff-0441-4c64-8b36-24e6434e91f7,W_008,2024-01-13,Low,3.89,0.976
3c893c4e-5090-4382-81b4-bbfe5e4124b4,W_008,2024-01-13,Medium,9.14,0.905
2507341f-4330-4bdd-86c1-1821ad53cdf9,W_008,2024-01-13,Medium,5.65,0.912
2706621b-fa88-4d30-bd32-403d7f192e0a,W_008,2024-01-13,High,11.46,0.894
b1930700-8a42-443d-a012-8b4e4060a45c,W_008,2024-01-13,High,12.36,0.842
c22d406c-f48e-4ce1-a516-862aa669a4a8,W_008,2024-01-13,Medium,8.25,0.929
8df2643c-e6fd-4745-b799-d287ce86096b,W_008,2024-01-13,Low,4.88,0.946
8f988c81-3db2-4c68-a1ae-47520c01d814,W_008,2024-01-13,Medium,7.77,0.968
60274ae0-0536-453d-9a42-13a375109eff,W_008,2024-01-13,Medium,9.23,0.891
604547d9-3a85-4154-83e2-227f40cdef85,W_008,2024-01-13,High,8.82,0.896
e36e786a-98cf-432d-8447-b8327d515f7e,W_008,2024-01-13,High,7.86,0.872
6d1b6abb-e21f-46df-9ef2-b4208fe66023,W_008,2024-01-13,Low,5.66,0.96
e0d96e19-2fb6-4bbb-9ce6-7a586e5de609,W_008,2024-01-14,Low,5.11,0.97
eb61cbcf-9406-493a-a44e-f4b1ed4dc049,W_008,2024-01-14,Medium,9.1,0.919
2e0a6463-e363-4e93-beb7-8ed59aa57c6d,W_008,2024-01-14,Medium,6.79,0.916
16a42b5f-f1bf-4e10-8b83-e3846ce2725c,W_008,2024-01-14,Low,2.51,0.949
d4b4340e-f630-42c1-b217-89e242c270e9,W_008,2024-01-14,Low,5.52,0.957
ac6dc985-65a9-490a-a5d9-9fb7d394542d,W_008,2024-01-14,High,10.56,0.919
5bb9e31b-ef03-4bb6-853b-72113c686b03,W_008,2024-01-14,Low,4.54,0.963
e9a29ce5-cc94-4150-b733-d1c1ec97421e,W_008,2024-01-14,Medium,10.35,0.954
1446d78d-2ece-44ba-af04-18604e5a042b,W_008,2024-01-14,Medium,6.5,0.893
5d702ad3-5f4b-49ac-962b-1d93a31e9b33,W_008,2024-01-14,Medium,6.25,0.912
9da9ef56-2261-40f9-86b4-51625ffb09ce,W_008,2024-01-14,Low,4.57,0.965
b89ecec9-4efa-4ebb-8931-7339106c196a,W_008,2024-01-14,High,11.2,0.9
0a234197-af5b-4055-8628-fd179db00888,W_008,2024-01-15,Low,5.69,0.957
993cf01d-30ae-4cf8-a8fd-3d23f5ead1f2,W_008,2024-01-15,High,10.77,0.836
9c93c1c1-2e4e-47b7-8fab-6fd0e0862f3c,W_008,2024-01-15,Low,5.56,1.0
1b83d245-6e5a-4de4-9085-8839f5e86bf2,W_008,2024-01-15,Medium,8.6,0.943
847c8bab-2c0d-4732-b09d-15d4a4f71dd0,W_008,2024-01-15,Low,5.53,0.949
7ca4a99e-c681-4472-853d-d7312b98a427,W_008,2024-01-15,Low,4.6,0.986
e7211c1c-d4af-4e0b-a83c-f7b14172a170,W_008,2024-01-15,High,12.12,0.831
43846979-e783-473f-8e0f-e95866d66e23,W_008,2024-01-15,Medium,6.23,0.855
841a4982-164d-4086-8770-23cdbbe7c18d,W_008,2024-01-15,High,15.79,0.826
4bb0fec0-f9c3-4349-8a80-82689dcbd511,W_008,2024-01-15,Low,5.43,0.99
ff9db78b-0021-4818-bc4f-df0eb95c9b35,W_008,2024-01-15,Low,5.05,0.965
da734732-0545-45d6-bf0e-c11284cf54d0,W_008,2024-01-16,Low,4.54,0.973
01520fd1-f341-4f43-a33d-fc8143a0131e,W_008,2024-01-16,Low,5.26,0.948
bd31bffb-7c07-4626-a427-bdfb979b5af0,W_008,2024-01-16,Medium,6.56,0.956
60e22d81-c685-4fbc-b29c-68b187a3eab3,W_008,2024-01-16,Low,4.86,0.954
8b932357-ed35-4145-88c2-8f3e864623e9,W_008,2024-01-16,High,10.58,0.847
3e1175be-8f61-4162-be04-a155fb2cd1f9,W_008,2024-01-16,Low,6.61,0.989
69154e8d-0bb0-4678-a562-02f8059b2f61,W_008,2024-01-16,Medium,7.94,0.964
190d5a8d-340a-47bf-bc71-de2aa4e48862,W_008,2024-01-16,Low,5.97,0.945
7a27aea7-813d-453d-84b8-5ef323d54a34,W_008,2024-01-16,Medium,10.94,0.94
781e0829-0a2a-407b-a17a-baf0f6dee8ed,W_008,2024-01-16,Medium,8.33,0.959
0060667d-0796-483f-a070-b49c88455460,W_008,2024-01-16,Medium,9.21,0.896
09960b84-4b5a-4839-9963-4e0b575d0dc5,W_008,2024-01-16,High,14.63,0.858
9923187e-5b95-41bc-8520-a3f59dfb05ec,W_008,2024-01-16,Medium,8.18,0.91
1f2b0af8-8e75-4ff3-87dd-c86e0721def5,W_008,2024-01-16,Low,3.28,0.991
23f38643-b4e4-4f5e-b424-1fd194f9279c,W_008,2024-01-16,Low,2.76,0.987
7fdc060d-fef5-4d73-8d16-8e6f099c290c,W_008,2024-01-16,Low,5.69,0.981
300d29f6-4216-4f91-a281-a751fc30560e,W_008,2024-01-17,Low,5.63,0.977
3dbd7c04-53ec-4733-8dc0-8e1f549a58bc,W_008,2024-01-17,Medium,6.11,0.873
a88d740f-e895-4f90-99c7-c006b814b1c8,W_008,2024-01-17,Low,6.75,0.929
b86e9dab-08c2-4197-9d85-8b971f469863,W_008,2024-01-17,Medium,7.71,0.877
43918124-2896-4eb0-959d-1999456e024c,W_008,2024-01-17,Low,6.18,0.962
7b06cf0d-51cb-42ef-a39d-88051cd2d7d4,W_008,2024-01-17,Low,5.87,0.975
c965abc2-8615-4620-818f-66726760e885,W_008,2024-01-17,High,11.36,0.902
8477deba-97d4-4eb4-b749-bc409ae2c3c7,W_008,2024-01-17,Low,4.11,0.951
90865ab1-4dc8-4036-8aca-65a02d82dc6d,W_008,2024-01-17,High,10.7,0.889
e933b76d-e18c-4338-9882-05ce96036512,W_008,2024-01-17,Low,5.39,0.949
3084c666-d0ae-4ff3-80ff-edca5f75038e,W_008,2024-01-17,Medium,7.05,0.9
2e3ac214-3a01-48fb-816d-eebfd7cfaa1e,W_008,2024-01-18,High,15.18,0.9
a50dac27-dd84-49e4-a5d0-018eb2309ce7,W_008,2024-01-18,Low,6.78,0.976
14e35a55-529c-4474-9e28-8297b56022f3,W_008,2024-01-18,Low,5.85,0.982
ad9baf1c-af92-49df-ab7a-7b5e74645ff0,W_008,2024-01-18,Low,4.42,1.0
fa5814ab-da57-431d-b767-12f8c11f0ab6,W_008,2024-01-18,Medium,6.48,0.877
09afaea8-9d71-417a-aca9-6b402a80a375,W_008,2024-01-18,Low,5.64,0.95
82406e3b-4700-4bef-869d-749139ebc59a,W_008,2024-01-18,High,9.61,0.864
de0941df-668d-40b9-a3a7-f6d88f5e5383,W_008,2024-01-18,Low,3.2,0.962
862ac41b-f583-4ea7-9e67-cfc4dbcfbbea,W_008,2024-01-18,Low,6.43,0.974
30f82736-bb3c-4d5d-9deb-e8ee43d5783f,W_008,2024-01-18,Low,6.64,0.99
6a798381-d035-4de0-b0fa-717cae510e70,W_008,2024-01-18,Medium,5.0,0.909
14f9663e-368f-44f2-a458-00fb3eef5846,W_008,2024-01-18,High,10.45,0.925
c20b6772-65d5-4546-bb65-99e4932bc75f,W_008,2024-01-19,Low,4.4,0.972
19dd74e7-e188-4a31-96bc-178002c76348,W_008,2024-01-19,Low,4.18,0.99
4a02e17e-629d-4ae0-b47d-a240e5c80a68,W_008,2024-01-19,Medium,6.73,0.955
973f6152-ba85-4306-a2d3-9a190d8c08dd,W_008,2024-01-19,Medium,7.09,0.974
0689725a-b85f-4390-8360-43ab77e0ffcd,W_008,2024-01-19,Low,5.82,0.971
d4a84ab4-cf34-42ee-9816-f451843cb9bc,W_008,2024-01-19,Medium,8.79,0.902
5cc7816f-5cbb-4956-96d7-92ceae46ea01,W_008,2024-01-19,Low,6.54,0.982
3ab595fe-30c6-45f5-83f6-1e8460f74479,W_008,2024-01-19,Medium,8.89,0.955
d19e9902-7c1c-46da-8681-e13725ff9cb1,W_008,2024-01-19,Medium,8.37,0.922
38210c85-e3bc-49ef-b983-69e077f47c95,W_008,2024-01-20,Low,5.87,0.954
53f837c9-219e-462d-9754-5903f193fe11,W_008,2024-01-20,Medium,8.76,0.914
e4b91241-7cd7-4247-a4e0-9af9f4db0368,W_008,2024-01-20,Low,4.07,0.961
3ccf53aa-f3dc-45b8-9868-44f5dd1daf72,W_008,2024-01-20,Low,5.62,1.0
1f3336d3-3c6d-4261-b21c-854d35526570,W_008,2024-01-20,Low,5.87,0.99
f5be908b-d081-4340-80d9-074245ea80c2,W_008,2024-01-20,Low,4.17,0.972
19261062-714c-448d-826a-cca859249499,W_008,2024-01-20,High,12.55,0.903
01a7b381-1cb0-4698-a704-642a5f270cdb,W_008,2024-01-20,High,12.92,0.897
7f867975-4fea-4ba2-987b-6adb708098fc,W_008,2024-01-20,Medium,6.48,0.909
1cd9c838-b4f8-4582-834f-fe3f3a295c96,W_008,2024-01-20,Low,3.9,0.979
c0ca7eeb-f875-4b19-b99c-c5c094c93b8e,W_008,2024-01-20,Low,3.44,0.966
07c910d5-f30a-4892-9d1c-7cd1c351b0d6,W_008,2024-01-20,Medium,8.21,0.937
23c775ab-b97d-4c38-aa82-954a9efa7a79,W_008,2024-01-20,Medium,7.42,1.0
ed8f1b46-1ff8-4aee-bf26-dfa99c380f73,W_008,2024-01-20,Low,4.72,0.979
76b13ab5-211b-47d8-a656-b63071dd4d4e,W_008,2024-01-20,Low,4.29,0.981
0c32be06-2a33-454b-88ab-f30879ebed6a,W_008,2024-01-20,Low,5.99,0.979
56e8b66d-2bed-4233-9757-07a3da34676e,W_008,2024-01-20,Low,4.71,0.978
0c5dc198-13b8-4024-933e-df861a563a6a,W_008,2024-01-20,Low,5.36,0.949
0aafb99b-35b4-4c44-94de-583a6c57ba6a,W_008,2024-01-20,Low,6.38,0.982
f9919084-5731-4d47-b303-ee96888ff491,W_008,2024-01-20,Medium,8.9,0.935
51673e69-5be2-412a-9412-8da6258660f8,W_008,2024-01-20,Low,6.36,0.952
dfd77e7f-2374-47fb-9d98-6a8d921575fa,W_008,2024-01-20,Medium,7.34,0.896
887d6903-4626-4009-b584-fb470159e642,W_008,2024-01-21,Low,5.05,0.972
e38c3732-346f-4b33-ae36-b32154001a45,W_008,2024-01-21,Low,5.67,0.976
a2f2cd01-1cf9-4634-9b63-dd2e23f35462,W_008,2024-01-21,Low,5.28,0.937
ebb23491-424a-4861-a0f4-c79bc8803a54,W_008,2024-01-21,Medium,4.85,0.91
bcf51406-ef1a-488e-8d22-5a17b44b117d,W_008,2024-01-21,Low,5.49,0.959
44185d3c-5f45-407f-9db0-d0c407f7d2ce,W_008,2024-01-21,High,13.13,0.876
0c45dea5-5eee-41b2-8f10-48d43ca43881,W_008,2024-01-21,High,16.07,0.871
743d7718-acbc-428c-88dd-660708b28e61,W_008,2024-01-21,Low,4.33,0.972
9b984950-3c45-478a-8f2f-695d2290320d,W_008,2024-01-21,Medium,7.2,0.95
a004362f-d6d3-4cff-bbe5-1c4aa656ffd5,W_008,2024-01-21,Low,7.5,0.96
2ab88317-5d1b-492b-ba7f-a0644922e51d,W_008,2024-01-21,Low,3.36,0.985
64f0f9af-25d2-435c-be12-8f1f2775e9e1,W_008,2024-01-21,Low,5.47,0.916
5570425f-c307-4e04-91c1-8e638188e172,W_008,2024-01-21,Low,3.86,0.973
dc39dac8-3f49-4fe9-8b87-a4b6ac84cd4a,W_008,2024-01-21,Medium,6.72,0.922
7a2b87d8-f8de-478b-aa17-0ceb394dc41d,W_008,2024-01-21,Low,4.57,0.948
96f224e8-acde-4a9b-b973-f18b0d851ccb,W_008,2024-01-22,Medium,7.73,0.953
a43c1dd9-100f-4223-9e35-cd2192dcb399,W_008,2024-01-22,Low,5.69,0.961
cc223e33-1b16-491d-9b63-06a0943dc045,W_008,2024-01-22,Medium,6.25,0.925
518aae89-12ed-4cc0-8a43-12a2911bdd20,W_008,2024-01-22,Low,5.17,0.968
e3cfdf93-57cd-4bd3-b422-81be0f3a3d3b,W_008,2024-01-22,High,12.07,0.846
d37a2fa8-7d39-4040-8349-b953e6e4b379,W_008,2024-01-22,Low,5.98,0.965
b01bcb52-fe17-4d49-b120-8a53e8d8c5d8,W_008,2024-01-22,Medium,6.35,0.911
cd9effa5-d41b-470d-b8f8-77e6629dcd62,W_008,2024-01-22,High,10.84,0.97
011e5873-0627-4b18-b61e-a800bb6db983,W_008,2024-01-22,Low,5.28,0.968
a8c0bd60-71d1-45ab-b9a6-23bf1528c64e,W_008,2024-01-22,Medium,8.8,0.856
c11c2a63-1fd3-4ef3-93a7-7d7cec3125e0,W_008,2024-01-22,Medium,6.45,0.915
8560e3a4-c14b-4dd5-82e4-6aad885bab3b,W_008,2024-01-22,Medium,9.86,0.959
cf48a4d0-356a-4f95-ae29-c0cc66783316,W_008,2024-01-22,High,10.68,0.872
1aceeb41-66c0-4ac2-8b2f-5db5b9084d91,W_008,2024-01-22,High,16.0,0.838
7d0a18d9-367b-42cc-81d0-56119e1110c3,W_008,2024-01-23,Low,5.74,0.982
8c60e1d9-d833-4a1b-9705-2d64daf39df7,W_008,2024-01-23,Medium,6.48,0.929
04a293d4-a541-46b8-aebe-07a273691a88,W_008,2024-01-23,Low,3.72,0.948
fb8f28d4-92c8-4f8e-9d10-bc9a303c595a,W_008,2024-01-23,High,13.29,0.926
75da8891-2232-441a-8ec1-5dc77c67acdf,W_008,2024-01-23,Medium,6.75,0.922
a91af695-df49-4a39-9cdb-e984e7e52f55,W_008,2024-01-23,Low,6.45,1.0
37814af7-8206-43c0-b734-5e720d024aac,W_008,2024-01-23,High,12.58,0.889
20fb3b3d-d424-459b-a9eb-8f2e5ded0a79,W_008,2024-01-23,Medium,4.34,0.93
07365ba1-a684-4be5-af06-54cdc2452116,W_008,2024-01-23,Medium,8.02,0.909
b9c97e8f-ce28-4572-94bb-51af6a02f0b1,W_008,2024-01-23,High,11.28,0.824
0d6ea4a4-9679-4e8a-a1c0-967f73a52089,W_008,2024-01-23,High,8.17,0.841
e5b2d1b4-547d-4cd1-b923-8e2900c9be84,W_008,2024-01-23,Low,7.27,0.977
e666451a-95a4-4e53-9b3d-667a5d38bb15,W_008,2024-01-23,High,14.63,0.872
ca2515a2-4e72-4957-9370-2970822dc222,W_008,2024-01-23,Medium,9.87,0.892
d12acedf-f49d-4224-a810-78429f68837d,W_008,2024-01-23,Medium,7.01,0.933
280d8a14-b0d8-4a15-8369-9807eb79148f,W_008,2024-01-23,Low,4.0,0.95
5ff6558d-3c8d-480d-8940-432c9e70f046,W_008,2024-01-23,Medium,6.66,0.897
96fb0bb3-b39c-46ec-a514-dd5b4ccc1c9e,W_008,2024-01-24,High,11.78,0.847
2afe953f-92bc-4810-805f-406bc8f87b10,W_008,2024-01-24,High,8.99,0.914
6380451d-c6fb-431a-b901-3e33c2ff9a24,W_008,2024-01-24,Low,4.7,0.985
61a81997-734f-4127-b9c7-8ed715cd473e,W_008,2024-01-24,High,11.04,0.901
f9b2b4cc-1108-45e2-a874-2a54b3382706,W_008,2024-01-24,Low,4.58,0.94
c895bdbd-7af5-4395-b452-88dfccc1c719,W_008,2024-01-24,Medium,6.0,0.949
dc594fd0-aeaf-4f3a-a822-d1cc1a8fafd4,W_008,2024-01-24,Medium,7.52,0.935
077ebe82-2995-459d-bbed-de2c02fc0d42,W_008,2024-01-24,Low,5.53,0.955
f4bd2399-02f3-426b-854f-de4e1a7e7fab,W_008,2024-01-24,Low,4.09,0.971
bebba09b-76cc-4e08-809f-72fb7e718591,W_008,2024-01-24,High,13.37,0.87
2249eaf6-93f8-413f-a970-1b6c734c8e4d,W_008,2024-01-24,High,11.97,0.872
957104d4-9800-41a1-81ff-8e63ebb880d2,W_008,2024-01-24,Low,5.04,0.988
ad8be082-dd75-481f-84f8-31aaf72b213f,W_008,2024-01-24,Low,4.74,0.953
eb1e6072-ce35-4b10-b0f6-1901ec67b2fd,W_008,2024-01-24,High,13.53,0.896
e5dffdb6-2046-4ee9-a847-09295dd01b61,W_008,2024-01-24,Low,5.26,0.944
87f8d4f4-3fb8-4843-8fb8-88b7437c1a9d,W_008,2024-01-25,Low,5.12,0.978
b840668c-c576-4445-9f42-38e5ca59781c,W_008,2024-01-25,High,7.32,0.924
d7893421-303f-4832-b952-fdc18a6dac93,W_008,2024-01-25,High,14.08,0.889
d3cf3bb2-6df3-42ee-a28f-250120cb94bd,W_008,2024-01-25,High,13.08,0.957
031ef316-f28a-44c7-8ad5-ee1c9d1d982f,W_008,2024-01-25,Low,4.41,0.955
d1af67bc-1ab8-43a1-bd2a-07c7a5c90224,W_008,2024-01-25,Low,3.95,0.933
f834c338-62a3-4db4-b1b1-c6ceec9840aa,W_008,2024-01-25,Low,5.1,0.965
74827a21-1370-4909-9983-734d655a6991,W_008,2024-01-25,Medium,11.08,0.904
f40a7f4d-49d6-4e46-a5d8-694775969849,W_008,2024-01-25,High,15.81,0.841
99106689-c934-40b9-9b52-44954e35fd1d,W_008,2024-01-25,High,11.49,0.927
2aefce9f-72d2-4cf4-9bcd-ee4f4ae9f8bc,W_008,2024-01-25,Medium,8.36,0.892
bd5ee789-59ea-4591-b0a0-eabf0548786b,W_008,2024-01-25,High,13.58,0.881
701fe029-3977-469f-a10f-ad91499aa0f0,W_008,2024-01-25,Low,5.1,0.96
97d7d79b-1ea1-4304-8574-a307a4db475c,W_008,2024-01-25,Low,5.87,0.957
fc93830e-4373-4320-982f-a0730a8b67ff,W_008,2024-01-25,Low,6.22,0.937
feb06a11-4a7b-4fa6-a3f6-1e839062170a,W_008,2024-01-25,Medium,9.25,0.934
f58cd75a-ab08-48ab-9b70-ea3e9b4209ee,W_008,2024-01-25,Medium,9.56,0.922
6107e943-b4de-45f5-961b-9006b605304c,W_008,2024-01-26,High,14.3,0.898
02036f62-47e2-4197-b4df-b83f4488a1cb,W_008,2024-01-26,Medium,6.84,0.914
25e90de2-25ce-47f4-a7dd-2cf510b0730e,W_008,2024-01-26,Low,4.0,0.985
3020ee51-f85f-40b8-b1f5-b29656498814,W_008,2024-01-26,Low,5.2,0.969
79a82721-752d-441f-baa4-6892c9625fad,W_008,2024-01-26,Medium,6.11,0.918
2836f331-a07e-4a52-901c-9e068cbd7d15,W_008,2024-01-26,Low,4.55,0.93
231d5c3e-a614-4f89-a54f-44e724048ba9,W_008,2024-01-26,Low,4.04,0.957
14ced4d9-78f9-428a-ae39-48c10d948c5b,W_008,2024-01-26,Medium,9.33,0.972
bb06416a-f530-4e4e-a484-d5fc5c24683c,W_008,2024-01-26,Low,4.49,0.958
99d59a16-771e-4632-9dce-27ca026f8724,W_008,2024-01-26,Medium,7.8,0.904
5f874e4f-cd11-43b6-9876-7ee4bffec8e6,W_008,2024-01-26,Medium,4.91,0.938
